filename,timestamp,date_readable,size_lines,size_bytes,applied_status,risk_level,ops_detected,summary
20241130000003_fix_profiles_rls.sql,20241130000003,2024-11-30 00:00:03,45,1607,applied,DANGEREUX,DROP POLICY|CREATE POLICY|UPDATE|ALTER TABLE,Migration: Corriger les RLS policies sur la table profiles
20241130000004_fix_leases_rls_simple.sql,20241130000004,2024-11-30 00:00:04,49,2080,applied,DANGEREUX,DROP POLICY|UPDATE|ALTER TABLE|CREATE POLICY,Migration : Correction simple de la récursion infinie pour leases
20241130000010_add_external_api_keys.sql,20241130000010,2024-11-30 00:00:10,134,5287,applied,CRITIQUE,INSERT|UPDATE|ALTER TABLE,Migration : Amélioration du système de gestion des clés API externes
20241201000001_performance_indexes.sql,20241201000001,2024-12-01 00:00:01,186,7291,applied,SAFE,CREATE INDEX,=====================================================
20241201000002_otp_codes_table.sql,20241201000002,2024-12-01 00:00:02,80,2310,applied,CRITIQUE,CREATE TABLE|CREATE INDEX|ALTER TABLE|CREATE POLICY,=====================================================
20241201000003_quotes_table.sql,20241201000003,2024-12-01 00:00:03,150,6181,applied,DANGEREUX,CREATE TABLE|ALTER TABLE,=====================================================
20250101000001_owner_dashboard_rpc.sql,20250101000001,2025-01-01 00:00:01,219,6507,applied,SAFE,CREATE FUNCTION,Migration : Fonctions RPC pour optimiser les requêtes Owner
20250114120000_add_guarantor_role.sql,20250114120000,2025-01-14 12:00:00,21,504,applied,DANGEREUX,ALTER TABLE|UPDATE,"Migration : prise en charge du rôle ""guarantor"" (garant)"
20250114120500_create_avatars_bucket.sql,20250114120500,2025-01-14 12:05:00,25,529,applied,MODERE,INSERT|CREATE POLICY,Migration : bucket Storage pour les avatars utilisateurs
202501170000_fix_lease_signers_recursion.sql,202501170000,2025-01-17 00:00:00,65,2935,applied,DANGEREUX,DROP POLICY|UPDATE|CREATE POLICY,Migration : Correction définitive de la récursion infinie dans les politiques RLS pour lease_signers
202501170001_fix_tenant_profiles_rls_recursion.sql,202501170001,2025-01-17 00:01:00,49,1636,applied,DANGEREUX,DROP POLICY|CREATE FUNCTION|CREATE POLICY,Migration : Correction de la récursion dans les politiques RLS pour tenant_profiles
202501170002_fix_roommates_rls_recursion.sql,202501170002,2025-01-17 00:02:00,31,997,applied,DANGEREUX,DROP POLICY|CREATE FUNCTION|CREATE POLICY,Migration : Correction de la récursion dans les politiques RLS pour roommates
202501180000_normalize_existing_emails.sql,202501180000,2025-01-18 00:00:00,97,2730,applied,CRITIQUE,CREATE FUNCTION|UPDATE,Migration : Normaliser les emails existants dans auth.users
202501200000_fix_leases_rls_infinite_recursion.sql,202501200000,2025-01-20 00:00:00,207,7708,applied,DANGEREUX,DROP POLICY|UPDATE|CREATE POLICY,Migration : Correction définitive de la récursion infinie dans les politiques RLS pour leases
20250204000000_add_property_investment_fields.sql,20250204000000,2025-02-04 00:00:00,85,2972,applied,DANGEREUX,ALTER TABLE,============================================
202502141000_property_rooms_photos.sql,202502141000,2025-02-14 10:00:00,200,6533,applied,DANGEREUX,ALTER TABLE|UPDATE,Migration : données logement appartement + pièces/photos
202502150000_property_model_v3.sql,202502150000,2025-02-15 00:00:00,262,9664,applied,DANGEREUX,ALTER TABLE,Migration : Modèle de données Property V3
202502150001_property_photos_storage_policies.sql,202502150001,2025-02-15 00:01:00,99,2897,applied,DANGEREUX,CREATE POLICY,Migration : Policies RLS pour le bucket Storage property-photos
202502160000_fix_supabase_advisors_issues.sql,202502160000,2025-02-16 00:00:00,422,11080,applied,DANGEREUX,CREATE VIEW,Migration : Correction des problèmes identifiés par Supabase Advisors
202502170000_optimize_generate_unique_code.sql,202502170000,2025-02-17 00:00:00,50,1809,applied,SAFE,CREATE FUNCTION,Migration: Optimiser generate_unique_code pour retourner PROP-XXXX-XXXX directement
202502180000_rls_properties_units.sql,202502180000,2025-02-18 00:00:00,72,1988,applied,DANGEREUX,ALTER TABLE|DROP POLICY|CREATE POLICY,Migration : RLS pour properties et units
202502180001_fix_rls_conflicts.sql,202502180001,2025-02-18 00:01:00,57,2038,applied,DANGEREUX,DROP POLICY|UPDATE|CREATE POLICY,Migration : Correction des conflits de politiques RLS sur properties
202502180002_fix_rls_conflicts_final.sql,202502180002,2025-02-18 00:02:00,74,2934,applied,DANGEREUX,DROP POLICY|UPDATE|CREATE POLICY,Migration : Correction FINALE des conflits de politiques RLS sur properties
202502180003_ensure_user_profile_id_works.sql,202502180003,2025-02-18 00:03:00,138,3022,applied,DANGEREUX,CREATE FUNCTION,Migration : S'assurer que user_profile_id() fonctionne correctement
202502190000_diagnostic_owner_id.sql,202502190000,2025-02-19 00:00:00,7,338,applied,SAFE,,Migration de diagnostic : Cette migration était utilisée pour le diagnostic uniquement.
202502190001_fix_owner_id_mismatch.sql,202502190001,2025-02-19 00:01:00,42,1588,applied,MODERE,UPDATE,Migration : Corriger les propriétés avec owner_id = profiles.user_id au lieu de profiles.id
202502190002_fix_existing_owner_id.sql,202502190002,2025-02-19 00:02:00,77,2553,applied,MODERE,UPDATE,Migration : Corriger les owner_id des propriétés existantes
202502190003_diagnostic_owner_id_quick.sql,202502190003,2025-02-19 00:03:00,56,1806,applied,SAFE,,Script de diagnostic rapide : Vérifier l'état actuel des owner_id
202502191200_document_verification.sql,202502191200,2025-02-19 12:00:00,23,798,applied,MODERE,ALTER TABLE|UPDATE,Migration: Ajout des champs de vérification IA pour les documents
202502191300_ticket_maintenance_ai.sql,202502191300,2025-02-19 13:00:00,12,313,applied,SAFE,ALTER TABLE,Migration: Ajout des champs IA pour la maintenance sur les tickets
202502191400_fix_property_details_rpc.sql,202502191400,2025-02-19 14:00:00,82,2271,applied,SAFE,CREATE FUNCTION,Migration: Création de la fonction RPC property_details pour le dashboard propriétaire
20250220000000_add_open_banking_tables.sql,20250220000000,2025-02-20 00:00:00,84,3005,applied,CRITIQUE,ALTER TABLE|CREATE TABLE|CREATE POLICY|UPDATE,Enable RLS
20250601000000_legal_protocol_tracking.sql,20250601000000,2025-06-01 00:00:00,83,3144,applied,CRITIQUE,CREATE TABLE|CREATE INDEX|ALTER TABLE|CREATE POLICY|UPDATE,Migration: Suivi de progression des protocoles juridiques
20251119060000_property_details_rpc.sql,20251119060000,2025-11-19 06:00:00,103,3102,applied,CRITIQUE,CREATE FUNCTION,RPC pour récupérer tous les détails d'une propriété en un seul appel
20251119070000_lease_details_rpc.sql,20251119070000,2025-11-19 07:00:00,94,2590,applied,CRITIQUE,CREATE FUNCTION,RPC pour récupérer tous les détails d'un bail en un seul appel
20251119080000_tenant_dashboard_rpc.sql,20251119080000,2025-11-19 08:00:00,86,2402,applied,SAFE,CREATE FUNCTION,RPC pour le dashboard locataire
20251119090000_admin_stats_rpc.sql,20251119090000,2025-11-19 09:00:00,77,2149,applied,SAFE,CREATE FUNCTION,RPC pour les statistiques Admin
20251119093000_admin_stats_rpc_v2.sql,20251119093000,2025-11-19 09:30:00,127,4023,applied,SAFE,CREATE FUNCTION,RPC pour les statistiques Admin (Enrichie)
20251130000001_edl_media_section.sql,20251130000001,2025-11-30 00:00:01,18,552,applied,SAFE,ALTER TABLE|CREATE INDEX,Migration : Ajouter le champ section à edl_media pour lier les photos aux pièces
20251204100000_unified_pricing_plans.sql,20251204100000,2025-12-04 10:00:00,376,10972,applied,DANGEREUX,DELETE|INSERT,Migration: Grille tarifaire unifiée 2025
20251204200000_ensure_documents_bucket.sql,20251204200000,2025-12-04 20:00:00,121,3764,applied,DANGEREUX,INSERT|UPDATE|DROP POLICY|CREATE POLICY,"Migration : S'assurer que le bucket ""documents"" existe avec les bonnes policies"
20251204210000_cni_expiry_management.sql,20251204210000,2025-12-04 21:00:00,226,7892,applied,DANGEREUX,ALTER TABLE|CREATE INDEX,Migration : Gestion de l'expiration des CNI
20251204220000_add_cni_document_types.sql,20251204220000,2025-12-04 22:00:00,52,1374,applied,SAFE,ALTER TABLE,Migration : Ajouter les types de documents CNI
20251204230000_fix_missing_columns.sql,20251204230000,2025-12-04 23:00:00,158,4353,applied,CRITIQUE,ALTER TABLE|UPDATE,Migration : Corriger les colonnes manquantes
20251204300000_complete_optimization.sql,20251204300000,2025-12-04 30:00:00,462,15492,applied,DANGEREUX,CREATE VIEW|CREATE FUNCTION,Migration complète d'optimisation
20251204400000_ensure_profiles_email.sql,20251204400000,2025-12-04 40:00:00,87,2504,applied,CRITIQUE,ALTER TABLE|CREATE INDEX|CREATE FUNCTION,============================================
20251204500000_fix_rls_recursion_urgent.sql,20251204500000,2025-12-04 50:00:00,169,5572,applied,CRITIQUE,DROP POLICY|CREATE FUNCTION,============================================
20251204600000_update_trial_30_days.sql,20251204600000,2025-12-04 60:00:00,131,3657,applied,CRITIQUE,ALTER TABLE|UPDATE|CREATE FUNCTION,Migration: Mise à jour période d'essai de 14 à 30 jours (1er mois offert)
20251204700000_fix_notifications_and_functions.sql,20251204700000,2025-12-04 70:00:00,112,4310,applied,DANGEREUX,ALTER TABLE|UPDATE|CREATE INDEX|CREATE FUNCTION|CREATE TABLE,Migration: Corrections notifications et fonctions manquantes
20251204800000_fix_remaining_issues.sql,20251204800000,2025-12-04 80:00:00,282,11376,applied,DANGEREUX,UPDATE|CREATE TABLE|ALTER TABLE,============================================
20251205000001_notification_triggers.sql,20251205000001,2025-12-05 00:00:01,419,13675,applied,DANGEREUX,CREATE TABLE|CREATE INDEX|ALTER TABLE|DROP POLICY|CREATE POLICY|UPDATE,=====================================================
20251205100000_notifications_system.sql,20251205100000,2025-12-05 10:00:00,284,9113,applied,DANGEREUX,ALTER TABLE,=====================================================
20251205200000_provider_compliance_sota.sql,20251205200000,2025-12-05 20:00:00,605,21768,applied,CRITIQUE,CREATE TABLE,=====================================================
20251205300000_work_order_reports.sql,20251205300000,2025-12-05 30:00:00,526,20256,applied,CRITIQUE,CREATE TABLE|CREATE INDEX,=====================================================
20251205400000_provider_analytics_dashboard.sql,20251205400000,2025-12-05 40:00:00,97,3843,applied,DANGEREUX,ALTER TABLE|CREATE FUNCTION,=====================================================
20251205500000_invoicing_professional.sql,20251205500000,2025-12-05 50:00:00,675,24791,applied,CRITIQUE,DROP TABLE|CREATE TABLE,=====================================================
20251205600000_notifications_centralized.sql,20251205600000,2025-12-05 60:00:00,69,2813,applied,DANGEREUX,ALTER TABLE|CREATE INDEX|CREATE TABLE,=====================================================
20251205700000_provider_missing_tables.sql,20251205700000,2025-12-05 70:00:00,443,15399,applied,DANGEREUX,CREATE TABLE|CREATE INDEX,=====================================================
20251205800000_intervention_flow_complete.sql,20251205800000,2025-12-05 80:00:00,590,19716,applied,CRITIQUE,ALTER TABLE,=====================================================
20251206100000_vigilance_audit_log.sql,20251206100000,2025-12-06 10:00:00,147,4993,applied,DANGEREUX,CREATE TABLE,=====================================================
20251206200000_provider_portfolio.sql,20251206200000,2025-12-06 20:00:00,256,8407,applied,CRITIQUE,CREATE TABLE,=====================================================
20251206300000_enterprise_tiers.sql,20251206300000,2025-12-06 30:00:00,655,19343,applied,SAFE,INSERT,Migration: Grille tarifaire Enterprise optimisée
20251206400000_pricing_option_b.sql,20251206400000,2025-12-06 40:00:00,394,11369,applied,MODERE,UPDATE,Migration: Grille tarifaire Option B (Aggressive)
20251206500000_fix_lease_end_processes.sql,20251206500000,2025-12-06 50:00:00,437,15804,applied,CRITIQUE,CREATE TABLE,============================================
20251206550000_impersonation_sessions.sql,20251206550000,2025-12-06 55:00:00,107,3191,applied,CRITIQUE,CREATE TABLE|CREATE INDEX|ALTER TABLE|CREATE POLICY,Migration: Table de tracking des sessions d'impersonation
20251206600000_analytics_materialized_views.sql,20251206600000,2025-12-06 60:00:00,205,8174,applied,SAFE,,Migration: Materialized Views pour Analytics
20251206700000_agency_module.sql,20251206700000,2025-12-06 70:00:00,365,13813,applied,DANGEREUX,ALTER TABLE|CREATE TABLE,Migration : Module Agence / Conciergerie
20251206750000_fix_all_missing_tables.sql,20251206750000,2025-12-06 75:00:00,682,23418,applied,CRITIQUE,CREATE TABLE|ALTER TABLE,=====================================================
20251206800000_assistant_ai_tables.sql,20251206800000,2025-12-06 80:00:00,188,6769,applied,CRITIQUE,CREATE TABLE|CREATE INDEX,============================================
20251207000000_colocation_advanced.sql,20251207000000,2025-12-07 00:00:00,575,19226,applied,CRITIQUE,ALTER TABLE|CREATE TABLE,============================================
20251207231451_add_visite_virtuelle_url.sql,20251207231451,2025-12-07 23:14:51,9,209,applied,DANGEREUX,ALTER TABLE,"Migration : Ajout de la colonne visite_virtuelle_url pour les visites virtuelles (Matterport, Nodalview, etc.)"
20251208000000_fix_all_roles_complete.sql,20251208000000,2025-12-08 00:00:00,604,20653,applied,CRITIQUE,ALTER TABLE|CREATE TABLE,============================================
20251210100000_add_lease_payment_fields.sql,20251210100000,2025-12-10 10:00:00,28,1313,applied,DANGEREUX,ALTER TABLE,Migration: Ajouter les champs de paiement et révision au bail
20251221000000_document_caching.sql,20251221000000,2025-12-21 00:00:00,344,10977,applied,SAFE,ALTER TABLE,=====================================================
20251221000001_deposit_refunds.sql,20251221000001,2025-12-21 00:00:01,168,5401,applied,CRITIQUE,CREATE TABLE|CREATE INDEX|CREATE TRIGGER|UPDATE,=====================================================
20251221000002_lease_signers_invited_email.sql,20251221000002,2025-12-21 00:00:02,34,1035,applied,SAFE,ALTER TABLE|CREATE INDEX,=====================================================
20251221000003_fix_lease_signers_nullable.sql,20251221000003,2025-12-21 00:00:03,70,2202,applied,SAFE,ALTER TABLE,=====================================================
20251222000000_add_profile_columns.sql,20251222000000,2025-12-22 00:00:00,65,1581,applied,DANGEREUX,ALTER TABLE,=====================================================
20251222000001_signature_image.sql,20251222000001,2025-12-22 00:00:01,28,852,applied,SAFE,ALTER TABLE|CREATE INDEX,Migration: Ajouter la colonne signature_image à lease_signers
20251228000000_documents_sota.sql,20251228000000,2025-12-28 00:00:00,352,12540,applied,DANGEREUX,ALTER TABLE,Migration : Documents SOTA 2025
20251228000001_edl_before_activation.sql,20251228000001,2025-12-28 00:00:01,192,6231,applied,DANGEREUX,ALTER TABLE|CREATE INDEX,============================================
20251228100000_sealed_lease_pdf.sql,20251228100000,2025-12-28 10:00:00,119,3633,applied,DANGEREUX,ALTER TABLE|CREATE INDEX|CREATE FUNCTION,============================================
20251228200000_fix_lease_status_trigger.sql,20251228200000,2025-12-28 20:00:00,70,2655,applied,DANGEREUX,CREATE FUNCTION|UPDATE,Migration : Mise à jour automatique du statut du bail lors des signatures
20251228210000_dpe_management_system.sql,20251228210000,2025-12-28 21:00:00,152,5895,applied,CRITIQUE,CREATE TABLE|CREATE INDEX,1) Enums pour le cycle de vie de la demande DPE
20251228220000_fix_meters_rls_and_nullability.sql,20251228220000,2025-12-28 22:00:00,105,3106,applied,DANGEREUX,ALTER TABLE|DROP POLICY|CREATE POLICY,Migration : Rendre lease_id nullable dans meters et ajouter RLS propriétaire
20251228230000_definitive_rls_fix.sql,20251228230000,2025-12-28 23:00:00,230,7145,applied,DANGEREUX,CREATE FUNCTION,MASTER FIX: Éradication de la récursion infinie RLS
20251229000001_fix_existing_lease_statuses.sql,20251229000001,2025-12-29 00:00:01,87,2898,applied,DANGEREUX,UPDATE|CREATE FUNCTION,============================================================================
20251231000000_advanced_signatures.sql,20251231000000,2025-12-31 00:00:00,38,1878,applied,SAFE,ALTER TABLE|CREATE INDEX,============================================
20251231000001_fix_owner_dashboard_rpc.sql,20251231000001,2025-12-31 00:00:01,135,3660,applied,SAFE,CREATE FUNCTION,Fix owner_dashboard RPC to use 'etat' instead of 'statut' for properties
20251231000002_agency_dashboard_rpc.sql,20251231000002,2025-12-31 00:00:02,151,5266,applied,SAFE,CREATE FUNCTION,RPC pour le dashboard agence
20251231000003_enhance_tenant_dashboard_rpc.sql,20251231000003,2025-12-31 00:00:03,151,4741,applied,SAFE,CREATE FUNCTION,Amélioration du RPC tenant_dashboard pour supporter multi-baux
20251231000004_fix_admin_stats_rpc.sql,20251231000004,2025-12-31 00:00:04,141,4521,applied,SAFE,CREATE FUNCTION,Mise à jour admin_stats pour inclure tous les rôles et corriger les agrégats
20251231000005_finalize_owner_dashboard_rpc.sql,20251231000005,2025-12-31 00:00:05,151,4450,applied,SAFE,CREATE FUNCTION,Final fix for owner_dashboard RPC: include recent activity
20251231000006_automated_billing.sql,20251231000006,2025-12-31 00:00:06,80,2165,applied,SAFE,CREATE FUNCTION|INSERT,============================================
20251231000007_invoices_stripe_fields.sql,20251231000007,2025-12-31 00:00:07,24,1293,applied,CRITIQUE,ALTER TABLE|CREATE INDEX,============================================
20251231000008_fix_edl_signatures_schema.sql,20251231000008,2025-12-31 00:00:08,32,1406,applied,DANGEREUX,ALTER TABLE|UPDATE,============================================
20251231000009_tenant_housing_passport.sql,20251231000009,2025-12-31 00:00:09,223,7897,applied,DANGEREUX,ALTER TABLE|CREATE FUNCTION,Refonte de la RPC tenant_dashboard pour inclure le Passeport du Logement (Fiche Technique)
20251231000010_export_system.sql,20251231000010,2025-12-31 00:00:10,58,2047,applied,CRITIQUE,CREATE TABLE|CREATE INDEX|ALTER TABLE|DROP POLICY|CREATE POLICY,Migration: 20251231000010_export_system.sql
20251231000011_export_cleanup.sql,20251231000011,2025-12-31 00:00:11,21,678,applied,MODERE,CREATE FUNCTION|UPDATE|pg_cron schedule,Migration: 20251231000011_export_cleanup.sql
20260101000002_fix_tenant_dashboard_signers.sql,20260101000002,2026-01-01 00:00:02,220,7060,applied,SAFE,CREATE FUNCTION,Migration: Mise à jour de la RPC tenant_dashboard pour inclure les signataires des baux
20260101000002a_add_invited_email_to_signers.sql,20260101000002a,2026-01-01 00:00:02,78,2990,applied,CRITIQUE,ALTER TABLE|CREATE INDEX|DROP POLICY|CREATE POLICY,Migration : Ajouter les colonnes invited_email et invited_name à lease_signers
20260101000003_make_lease_signers_profile_nullable.sql,20260101000003,2026-01-01 00:00:03,55,1754,applied,SAFE,ALTER TABLE|CREATE INDEX,=====================================================
20260101000004_add_edl_signatures_email.sql,20260101000004,2026-01-01 00:00:04,105,3593,applied,CRITIQUE,ALTER TABLE,=====================================================
20260101000005_edl_signatures_invited_columns.sql,20260101000005,2026-01-01 00:00:05,76,2548,applied,SAFE,ALTER TABLE,=====================================================
20260102000006_fix_edl_signatures_schema.sql,20260102000006,2026-01-02 00:00:06,31,1434,applied,DANGEREUX,ALTER TABLE|CREATE INDEX|DROP POLICY|CREATE POLICY,Migration : Correction du schéma edl_signatures pour supporter les invitations et le profil
20260102000007_auto_activate_leases.sql,20260102000007,2026-01-02 00:00:07,66,1809,applied,DANGEREUX,CREATE FUNCTION|UPDATE|CREATE TRIGGER,Migration : Activation automatique des baux et synchronisation finale
20260102000020_fix_pending_edls_query.sql,20260102000020,2026-01-02 00:00:20,286,10217,applied,CRITIQUE,CREATE FUNCTION,Migration: Corriger la requête pending_edls dans tenant_dashboard
20260103000005_enhance_owner_dashboard_edl.sql,20260103000005,2026-01-03 00:00:05,168,5020,applied,SAFE,CREATE FUNCTION,Enhance owner_dashboard RPC to include EDL stats and pending signatures for the owner
20260103000010_fix_tenant_dashboard_email_search.sql,20260103000010,2026-01-03 00:00:10,300,10779,applied,CRITIQUE,CREATE FUNCTION,Migration: Corriger la RPC tenant_dashboard pour chercher par email si profile_id non lié
20260104000000_add_kyc_status_and_fix_signature_logic.sql,20260104000000,2026-01-04 00:00:00,84,3193,applied,CRITIQUE,ALTER TABLE|UPDATE|CREATE FUNCTION,============================================================================
20260104000001_lease_auto_activation_trigger.sql,20260104000001,2026-01-04 00:00:01,47,1441,applied,DANGEREUX,CREATE FUNCTION|UPDATE|CREATE TRIGGER,Migration : Activer l'auto-activation du bail après signature de l'EDL
20260104000002_edl_finalization_and_lease_activation.sql,20260104000002,2026-01-04 00:00:02,80,2859,applied,DANGEREUX,CREATE FUNCTION|UPDATE|INSERT,Migration pour automatiser la finalisation de l'EDL et l'activation du bail
20260104000003_enrich_edl_schema.sql,20260104000003,2026-01-04 00:00:03,39,1790,applied,SAFE,ALTER TABLE|CREATE INDEX,============================================================================
20260104000004_ensure_meter_columns.sql,20260104000004,2026-01-04 00:00:04,27,1227,applied,MODERE,ALTER TABLE|UPDATE,"Migration: S'assurer que les colonnes meter_number, serial_number et location existent sur la table meters"
20260105000001_add_neuf_condition.sql,20260105000001,2026-01-05 00:00:01,31,1348,applied,SAFE,ALTER TABLE,"Migration: Ajouter l'état ""neuf"" aux conditions d'éléments EDL"
20260105000002_edl_lease_sync_triggers.sql,20260105000002,2026-01-05 00:00:02,172,5998,applied,DANGEREUX,CREATE FUNCTION|UPDATE,Migration: Triggers de synchronisation EDL/Bail
20260105000003_add_leases_missing_columns.sql,20260105000003,2026-01-05 00:00:03,37,1561,applied,DANGEREUX,ALTER TABLE|CREATE INDEX,============================================
20260105100001_fix_handle_new_user_with_metadata.sql,20260105100001,2026-01-05 10:00:01,57,1845,applied,MODERE,CREATE FUNCTION|INSERT|UPDATE,============================================
20260105100002_update_rooms_type_piece_constraint.sql,20260105100002,2026-01-05 10:00:02,43,1064,applied,SAFE,ALTER TABLE,============================================
20260105100003_lease_notices.sql,20260105100003,2026-01-05 10:00:03,205,7285,applied,CRITIQUE,CREATE TABLE|CREATE INDEX,Migration: Table des congés locataires
20260107000000_building_support.sql,20260107000000,2026-01-07 00:00:00,379,13709,applied,DANGEREUX,ALTER TABLE|CREATE TABLE,============================================
20260107000001_sota_lease_status_constraint.sql,20260107000001,2026-01-07 00:00:01,45,1995,applied,DANGEREUX,ALTER TABLE|CREATE INDEX,=====================================================
20260107000002_fix_existing_lease_statuses_sota.sql,20260107000002,2026-01-07 00:00:02,101,3294,applied,MODERE,UPDATE,=====================================================
20260107010000_rebranding_to_talok.sql,20260107010000,2026-01-07 01:00:00,89,2745,applied,MODERE,UPDATE|CREATE FUNCTION,Migration : Rebranding global vers Talok
20260107100000_fix_auth_500_database_error.sql,20260107100000,2026-01-07 10:00:00,85,2494,applied,DANGEREUX,CREATE FUNCTION|ALTER TABLE,=====================================================
20260107150000_fix_profiles_rls_recursion.sql,20260107150000,2026-01-07 15:00:00,174,5398,applied,DANGEREUX,ALTER TABLE|DROP POLICY|CREATE FUNCTION,=====================================================
20260108000000_normalize_signer_roles.sql,20260108000000,2026-01-08 00:00:00,69,2733,applied,MODERE,UPDATE|ALTER TABLE,============================================
20260108100000_fix_depot_garantie_auto.sql,20260108100000,2026-01-08 10:00:00,61,1830,applied,MODERE,UPDATE,============================================
20260108200000_tenant_notification_triggers.sql,20260108200000,2026-01-08 20:00:00,457,15405,applied,DANGEREUX,CREATE FUNCTION,=====================================================
20260108300000_property_soft_delete.sql,20260108300000,2026-01-08 30:00:00,201,6708,applied,DANGEREUX,ALTER TABLE|CREATE INDEX|CREATE FUNCTION,=====================================================
20260108400000_lease_lifecycle_sota2026.sql,20260108400000,2026-01-08 40:00:00,281,8934,applied,DANGEREUX,ALTER TABLE|CREATE FUNCTION,============================================
20260108500000_orphan_cleanup_sota2026.sql,20260108500000,2026-01-08 50:00:00,533,16401,applied,DANGEREUX,DELETE|UPDATE,============================================
20260108600000_security_enhancements.sql,20260108600000,2026-01-08 60:00:00,277,10465,applied,CRITIQUE,ALTER TABLE|CREATE INDEX|CREATE TABLE,============================================
20260109000000_fix_property_deleted_at.sql,20260109000000,2026-01-09 00:00:00,36,1234,applied,DANGEREUX,ALTER TABLE|CREATE INDEX,============================================
20260109100000_signature_tracking_enhanced.sql,20260109100000,2026-01-09 10:00:00,251,6867,applied,SAFE,CREATE VIEW|CREATE FUNCTION,Migration: Amélioration du tracking des signatures
20260110000000_admin_dashboard_sota2026.sql,20260110000000,2026-01-10 00:00:00,722,29010,applied,CRITIQUE,CREATE TABLE|CREATE INDEX,============================================================================
20260110000001_accounting_tables.sql,20260110000001,2026-01-10 00:00:01,517,19743,applied,CRITIQUE,CREATE TABLE|INSERT,============================================================================
20260110010001_passkeys_and_2fa_sota.sql,20260110010001,2026-01-10 01:00:01,172,6841,applied,CRITIQUE,CREATE TABLE|CREATE INDEX,Migration: Passkeys (WebAuthn) et 2FA SOTA 2026
20260110100000_fix_accounting_schema_gaps.sql,20260110100000,2026-01-10 10:00:00,402,14822,applied,DANGEREUX,ALTER TABLE|CREATE INDEX,============================================================================
20260110100001_init_historical_accounting_data.sql,20260110100001,2026-01-10 10:00:01,368,11907,applied,DANGEREUX,INSERT|CREATE FUNCTION,============================================================================
20260110500000_subscription_limits_enforcement.sql,20260110500000,2026-01-10 50:00:00,251,8690,applied,DANGEREUX,CREATE FUNCTION|CREATE TRIGGER,=====================================================
20260111000000_tax_verification_logs.sql,20260111000000,2026-01-11 00:00:00,128,4602,applied,CRITIQUE,CREATE TABLE,Migration: Table de logs pour la vérification d'avis d'imposition
20260111010000_visit_scheduling_sota2026.sql,20260111010000,2026-01-11 01:00:00,617,22376,applied,DANGEREUX,CREATE TABLE|CREATE INDEX,============================================
20260114000000_first_login_and_onboarding_tracking.sql,20260114000000,2026-01-14 00:00:00,453,16155,applied,CRITIQUE,ALTER TABLE|CREATE INDEX|CREATE TABLE,Migration : Ajout du suivi de première connexion et complétion d'onboarding
20260115000000_create_edl_meter_readings.sql,20260115000000,2026-01-15 00:00:00,175,6124,applied,CRITIQUE,CREATE TABLE|CREATE INDEX|CREATE FUNCTION,Migration: Créer la table edl_meter_readings
20260115000001_add_performance_indexes.sql,20260115000001,2026-01-15 00:00:01,59,2491,applied,SAFE,CREATE INDEX,Migration: Add performance indexes for frequent queries
20260115010000_multi_entity_architecture.sql,20260115010000,2026-01-15 01:00:00,712,23045,applied,DANGEREUX,CREATE TABLE,Migration: Architecture Multi-Entités pour gestion multi-SCI/sociétés
20260115010001_fix_edl_meter_readings_nullable.sql,20260115010001,2026-01-15 01:00:01,50,2665,applied,CRITIQUE,ALTER TABLE,Migration: Rendre photo_path nullable dans edl_meter_readings
20260115020000_white_label_system.sql,20260115020000,2026-01-15 02:00:00,569,17879,applied,CRITIQUE,CREATE TABLE|CREATE INDEX,============================================
20260119000000_fix_edl_meter_readings_rls.sql,20260119000000,2026-01-19 00:00:00,74,2672,applied,DANGEREUX,DROP POLICY|CREATE POLICY,Migration: Corriger les RLS policies pour edl_meter_readings
20260121000001_unified_signature_system.sql,20260121000001,2026-01-21 00:00:01,678,22701,applied,DANGEREUX,,============================================================================
20260121000002_naming_normalization_fr_to_en.sql,20260121000002,2026-01-21 00:00:02,496,17815,applied,SAFE,CREATE VIEW,============================================================================
20260121000003_event_sourcing_audit_system.sql,20260121000003,2026-01-21 00:00:03,748,24958,applied,DANGEREUX,CREATE TABLE,============================================================================
20260122000000_receipt_performance_indexes.sql,20260122000000,2026-01-22 00:00:00,77,3300,applied,SAFE,CREATE INDEX,============================================
20260127000000_lease_types_and_inventory.sql,20260127000000,2026-01-27 00:00:00,415,13677,applied,DANGEREUX,ALTER TABLE|CREATE TABLE,============================================
20260127000001_gap001_block_dg_bail_mobilite.sql,20260127000001,2026-01-27 00:00:01,34,1304,applied,DANGEREUX,ALTER TABLE|UPDATE,============================================
20260127000002_gap002_furniture_inventory.sql,20260127000002,2026-01-27 00:00:02,214,7454,applied,DANGEREUX,CREATE TABLE,============================================
20260127000003_commercial_lease_types.sql,20260127000003,2026-01-27 00:00:03,468,15320,applied,DANGEREUX,CREATE TABLE,Migration: Ajout des types de baux commerciaux
20260127000004_professional_lease_types.sql,20260127000004,2026-01-27 00:00:04,332,12470,applied,DANGEREUX,CREATE TABLE,Migration: Ajout du bail professionnel
20260127000005_edl_commercial.sql,20260127000005,2026-01-27 00:00:05,814,28867,applied,CRITIQUE,CREATE TABLE,Migration: État des lieux commercial et professionnel
20260127000006_location_gerance.sql,20260127000006,2026-01-27 00:00:06,750,25407,applied,CRITIQUE,CREATE TABLE,Migration: Location-Gérance (Gérance Libre de Fonds de Commerce)
